Name,Year,Genre,Publisher,Sales North America,Sales Europe,Sales Japan,Sales other regions,Sales worldwide,Platform,Console Developer
The Granstream Saga,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,PlayStation,Sony
Scene It? Bright Lights! Big Screen!,2009,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,Nintendo Wii,Nintendo
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14,PlayStation Portable,Sony
Micro Machines 64 Turbo,1999,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14,Nintendo 64,Nintendo
Bassmasters 2000,1999,Sports,THQ,0.11,0.03,0.0,0.0,0.14,Nintendo 64,Nintendo
Baldur's Gate: Dark Alliance,2002,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,GameCube,Nintendo
Bio FREAKS,1998,Action,GT Interactive,0.11,0.03,0.0,0.0,0.14,Nintendo 64,Nintendo
Eternal Eyes,1999,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14,PlayStation,Sony
Injustice: Gods Among Us,2013,Fighting,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.02,0.14,PlayStation Vita,Sony
Fate/Unlimited Codes,2008,Fighting,Capcom,0.0,0.0,0.14,0.0,0.14,PlayStation 2,Sony
Atari's Greatest Hits: Volume 1,2010,Misc,Atari,0.13,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
The Operative: No One Lives Forever,2002,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14,PlayStation 2,Sony
International Cricket 2010,2010,Sports,Codemasters,0.0,0.12,0.0,0.02,0.14,Xbox 360,Microsoft
Epidemic,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14,PlayStation,Sony
Monster House,2006,Adventure,THQ,0.11,0.03,0.0,0.0,0.14,GameCube,Nintendo
Dead or Alive 2,2000,Fighting,Acclaim Entertainment,0.0,0.0,0.14,0.0,0.14,Dreamcast,Sega
Buck Fever,2009,Sports,Destineer,0.13,0.0,0.0,0.01,0.14,Nintendo Wii,Nintendo
NCAA Basketball Final Four 97,1997,Sports,Mindscape,0.08,0.05,0.0,0.01,0.14,PlayStation,Sony
Ecco the Dolphin: Defender of the Future,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,PlayStation 2,Sony
Heroes over Europe,2009,Simulation,Ubisoft,0.1,0.03,0.0,0.01,0.14,Xbox 360,Microsoft
The Bombing Islands,1997,Platform,Kemco,0.08,0.05,0.0,0.01,0.14,PlayStation,Sony
Earth Defense Force 2: Invaders from Planet Space,2011,Action,D3Publisher,0.0,0.0,0.14,0.0,0.14,PlayStation Portable,Sony
Monster Jam,2007,Racing,Activision,0.13,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
Robots,2005,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,Nintendo DS,Nintendo
Gyakuten Saiban 2,2002,Action,Capcom,0.0,0.0,0.14,0.0,0.14,Game Boy Advance,Nintendo
Godzilla: Save the Earth,2004,Fighting,Atari,0.1,0.03,0.0,0.0,0.14,Xbox,Microsoft
Skylanders Giants,2012,Action,Activision,0.12,0.01,0.0,0.01,0.14,Nintendo 3DS,Nintendo
Eragon,2006,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,Xbox 360,Microsoft
Micro Machines,2002,Racing,Atari,0.07,0.05,0.0,0.02,0.14,PlayStation 2,Sony
Detective Barbie: The Mystery Cruise,1999,Adventure,Mattel Interactive,0.08,0.05,0.0,0.01,0.14,PlayStation,Sony
Jim Henson's the Muppets: On With the Show!,2003,Action,TDK Mediactive,0.1,0.04,0.0,0.0,0.14,Game Boy Advance,Nintendo
Desire,1997,Adventure,Imadio,0.0,0.0,0.14,0.0,0.14,Sega Saturn,Sega
Valhalla Knights: Eldar Saga,2009,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,Nintendo Wii,Nintendo
Lips: I Love The 80s,2010,Misc,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.14,Xbox 360,Microsoft
Monster Hunter Diary: Poka Poka Airou Village DX,2015,Action,Capcom,0.0,0.0,0.14,0.0,0.14,Nintendo 3DS,Nintendo
Frank Thomas Big Hurt Baseball,1996,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,PlayStation,Sony
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,2005,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,Game Boy Advance,Nintendo
Power Pro Kun Pocket 8,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,Nintendo DS,Nintendo
Sid Meier's Pirates!,2005,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.14,Xbox,Microsoft
Enclave,2002,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14,Xbox,Microsoft
Bottom of the 9th,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01,0.14,PlayStation,Sony
Pro Yaky? Spirits 2014,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,PlayStation 3,Sony
Dino Crisis 3,2003,Action,Capcom,0.08,0.03,0.03,0.0,0.14,Xbox,Microsoft
Syberia,2008,Action,Mindscape,0.1,0.02,0.0,0.01,0.14,Nintendo DS,Nintendo
Zoobles! Spring to Life!,2011,Misc,Activision,0.1,0.02,0.0,0.01,0.14,Nintendo DS,Nintendo
NFL Blitz 20-03,2002,Sports,Midway Games,0.11,0.03,0.0,0.0,0.14,GameCube,Nintendo
The King of Fighters '94 (CD),1993,Fighting,SNK,0.0,0.0,0.14,0.0,0.14,Neo Geo,SNK
The Walking Dead: Season Two,2014,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14,Xbox One,Microsoft
Master Jin Jin's IQ Challenge,2006,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
The Darkness II,2012,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,Personal Computer,Various
Create,2010,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14,Xbox 360,Microsoft
Karaoke Revolution Glee: Volume 3,2011,Misc,Konami Digital Entertainment,0.13,0.0,0.0,0.01,0.14,Xbox 360,Microsoft
Barbie Explorer,2001,Platform,Unknown,0.08,0.05,0.0,0.01,0.14,PlayStation,Sony
Rango: The Video Game,2011,Action,Electronic Arts,0.08,0.04,0.0,0.01,0.14,Nintendo Wii,Nintendo
Disney's Chicken Little,2005,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,0.14,Xbox,Microsoft
Power Gig: Rise of the SixString,2010,Misc,Unknown,0.13,0.0,0.0,0.01,0.14,PlayStation 3,Sony
Transformers: Prime,2012,Action,Activision,0.09,0.03,0.0,0.01,0.14,Nintendo Wii U,Nintendo
Agile Warrior F-111X,1995,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,PlayStation,Sony
NCIS,2011,Adventure,Ubisoft,0.1,0.03,0.0,0.01,0.14,Xbox 360,Microsoft
Jikkyou Powerful Pro Yakyuu Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,Nintendo Wii,Nintendo
Reality Fighters,2012,Fighting,Sony Computer Entertainment,0.06,0.06,0.0,0.03,0.14,PlayStation Vita,Sony
Dynasty Warriors 7: Empires,2012,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14,PlayStation 3,Sony
Cabela's African Safari,2006,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14,Xbox 360,Microsoft
Ben 10 Galactic Racing,2011,Racing,D3Publisher,0.1,0.03,0.0,0.01,0.14,Nintendo DS,Nintendo
College Hoops 2K8,2007,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,PlayStation 3,Sony
Super Puzzle Fighter II Turbo,1996,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,PlayStation,Sony
Ninjatown,2008,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
Star Wars: Jedi Power Battles,2002,Action,THQ,0.1,0.04,0.0,0.0,0.14,Game Boy Advance,Nintendo
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,2002,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.0,0.14,GameCube,Nintendo
Hard Rock Casino,2007,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14,PlayStation Portable,Sony
Space Venus starring Morning Musume,2001,Misc,Sony Music Entertainment,0.0,0.0,0.14,0.0,0.14,PlayStation 2,Sony
To Heart,1999,Adventure,Aqua Plus,0.0,0.0,0.13,0.01,0.14,PlayStation,Sony
Wild ARMs XF,2007,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14,PlayStation Portable,Sony
Doukyuusei,1995,Adventure,NEC,0.0,0.0,0.14,0.0,0.14,TurboGrafx-16,NEC
RockMan & Forte,1998,Platform,Capcom,0.0,0.0,0.14,0.0,0.14,Super Nintendo Entertainment System,Nintendo
Persona 4: Arena Ultimax,2014,Fighting,Atlus,0.0,0.01,0.13,0.0,0.14,PlayStation 3,Sony
NBA 2K13,2012,Sports,Take-Two Interactive,0.08,0.04,0.0,0.01,0.14,Nintendo Wii U,Nintendo
Science Papa,2009,Misc,Activision,0.12,0.01,0.0,0.01,0.14,Nintendo Wii,Nintendo
Yu-Gi-Oh! Nightmare Troubadour (JP sales),2005,Action,Konami Digital Entertainment,0.0,0.04,0.1,0.0,0.14,Nintendo DS,Nintendo
MySims Collection,2010,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.14,Nintendo Wii,Nintendo
Cities: Skylines,2015,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14,Personal Computer,Various
Football Manager 2012,2011,Sports,Sega,0.0,0.1,0.0,0.04,0.14,PlayStation Portable,Sony
Ape Escape Academy (jp sales),2004,Misc,Sony Computer Entertainment,0.0,0.0,0.13,0.0,0.14,PlayStation Portable,Sony
FIFA 06 Soccer,2005,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,GameCube,Nintendo
Rayman Arena,2002,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14,GameCube,Nintendo
PaRappa The Rapper,2006,Misc,Sony Computer Entertainment,0.1,0.0,0.02,0.01,0.14,PlayStation Portable,Sony
4x4 EVO 2,2002,Racing,Vivendi Games,0.11,0.03,0.0,0.0,0.14,GameCube,Nintendo
X-Blades,2009,Action,SouthPeak Games,0.07,0.03,0.02,0.02,0.14,PlayStation 3,Sony
Pro Yakyuu Netsu Star 2006,2006,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,PlayStation 2,Sony
The History Channel: Civil War - A Nation Divided,2006,Shooter,Activision,0.13,0.0,0.0,0.01,0.14,Xbox 360,Microsoft
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,2010,Role-Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.14,PlayStation Portable,Sony
Cyber Sled,1995,Action,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14,PlayStation,Sony
Puyo Puyo!! 20th Anniversary,2011,Puzzle,Sega,0.0,0.0,0.14,0.0,0.14,Nintendo DS,Nintendo
Famista Returns,2015,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Nintendo 3DS,Nintendo
Bust-A-Move Deluxe,2006,Puzzle,505 Games,0.13,0.0,0.0,0.01,0.14,PlayStation Portable,Sony
I Spy: Universe,2010,Puzzle,Scholastic Inc.,0.13,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
Shining Soul,2002,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14,Game Boy Advance,Nintendo
Littlest Pet Shop: Spring,2009,Simulation,Electronic Arts,0.12,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
The Amazing Race,2010,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,Nintendo Wii,Nintendo
Alvin and the Chipmunks,2007,Misc,Brash Entertainment,0.12,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
Far Cry: Primal,2016,Action,Ubisoft,0.04,0.09,0.0,0.01,0.14,Personal Computer,Various
Need for Speed Underground 2,2005,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.14,Nintendo DS,Nintendo
Dead Rising 2,2010,Action,Capcom,0.1,0.02,0.0,0.01,0.14,Personal Computer,Various
Let's Cheer,2011,Misc,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14,Xbox 360,Microsoft
Happy Feet,2006,Action,Midway Games,0.12,0.0,0.0,0.01,0.14,Nintendo Wii,Nintendo
In the Hunt,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14,PlayStation,Sony
Daytona USA Championship Circuit Edition,1995,Racing,Sega,0.0,0.0,0.14,0.0,0.14,Sega Saturn,Sega
Major League Baseball 2K8,2008,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,Nintendo Wii,Nintendo
Marvel vs. Capcom 2: New Age of Heroes,2002,Fighting,Capcom,0.09,0.03,0.01,0.0,0.14,Xbox,Microsoft
SNK vs. Capcom: The Match of the Millennium,2006,Fighting,Sega,0.0,0.02,0.0,0.12,0.14,PlayStation 2,Sony
BlazBlue: Chrono Phantasma Extend,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14,PlayStation 4,Sony
Alone in the Dark: Inferno,2008,Adventure,Atari,0.09,0.03,0.0,0.02,0.14,PlayStation 3,Sony
Rogue Warrior,2009,Shooter,Bethesda Softworks,0.11,0.02,0.0,0.01,0.14,PlayStation 3,Sony
Singstar: Ultimate Party,2014,Misc,Sony Computer Entertainment Europe,0.0,0.12,0.0,0.02,0.14,PlayStation 3,Sony
The X-Factor,2010,Misc,Deep Silver,0.0,0.1,0.0,0.03,0.14,PlayStation 3,Sony
Fear Factor: Unleashed,2004,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14,Game Boy Advance,Nintendo
Avatar: The Last Airbender - The Burning Earth,2007,Action,THQ,0.11,0.01,0.0,0.01,0.14,Xbox 360,Microsoft
Vampire Moon: The Mystery of the Hidden Sun,2010,Adventure,City Interactive,0.12,0.01,0.0,0.01,0.14,Nintendo DS,Nintendo
Paws & Claws: Pet Vet 2,2007,Simulation,THQ,0.13,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
G.I. Joe: The Rise of Cobra,2009,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14,Nintendo DS,Nintendo
Football Manager 2014,2013,Sports,Sega,0.0,0.1,0.0,0.04,0.14,PlayStation Vita,Sony
BIT.TRIP SAGA,2011,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14,Nintendo 3DS,Nintendo
Touch My Katamari,2011,Puzzle,Namco Bandai Games,0.08,0.04,0.0,0.02,0.14,PlayStation Vita,Sony
MotoGP '06,2006,Racing,THQ,0.11,0.01,0.0,0.01,0.14,Xbox 360,Microsoft
Houshinengi,1998,Strategy,Tecmo Koei,0.0,0.0,0.13,0.01,0.14,PlayStation,Sony
7th Dragon,2009,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14,Nintendo DS,Nintendo
Pet Pals: Animal Doctor,2008,Simulation,JoWood Productions,0.13,0.0,0.0,0.01,0.14,Nintendo Wii,Nintendo
LEGO Island Xtreme Stunts,2002,Racing,LEGO Media,0.1,0.04,0.0,0.0,0.14,Game Boy Advance,Nintendo
Cruise Ship Vacation Games,2009,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.14,Nintendo Wii,Nintendo
Yu-Gi-Oh! GX: Tag Force,2006,Strategy,Konami Digital Entertainment,0.09,0.03,0.0,0.02,0.14,PlayStation Portable,Sony
Gourmet Chef: Cook Your Way to Fame,2008,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
Learn Math,2009,Puzzle,DreamCatcher Interactive,0.13,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
Nitrobike,2008,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.14,Nintendo Wii,Nintendo
Magnetica,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,Nintendo DS,Nintendo
World Soccer Winning Eleven 9 Bonus Pack,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,PlayStation 2,Sony
UEFA Euro 2004: Portugal,2004,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14,PlayStation 2,Sony
Hot Wheels: World Race,2003,Racing,THQ,0.1,0.04,0.0,0.0,0.14,Game Boy Advance,Nintendo
MLB 14: The Show,2014,Sports,Sony Computer Entertainment America,0.11,0.0,0.0,0.02,0.14,PlayStation Vita,Sony
Dragon Age Origins: Awakening,2010,Role-Playing,Electronic Arts,0.01,0.1,0.0,0.02,0.14,Personal Computer,Various
Scene It? Bright Lights! Big Screen!,2009,Misc,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,0.14,Xbox 360,Microsoft
NBA Jam,2003,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,Xbox,Microsoft
Shining Resonance,2014,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14,PlayStation 3,Sony
World Tour Soccer 2002,2001,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,PlayStation 2,Sony
Interactive Sampler Disc 6,1997,Misc,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,PlayStation,Sony
Let's Play Ballerina,2010,Sports,Deep Silver,0.13,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
Wild Earth: African Safari,2008,Simulation,Majesco Entertainment,0.11,0.02,0.0,0.01,0.14,Nintendo Wii,Nintendo
Apex,2003,Racing,Atari,0.1,0.03,0.0,0.0,0.14,Xbox,Microsoft
Kamen Rider Battle: Ganbaride,2010,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Nintendo DS,Nintendo
Tomb Raider: The Prophecy,2002,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14,Game Boy Advance,Nintendo
Vampire Night,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,PlayStation 2,Sony
Kororinpa: Marble Mania,2006,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.14,Nintendo Wii,Nintendo
Open Season,2006,Platform,Ubisoft,0.12,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
Guilty Gear,1998,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14,PlayStation,Sony
Battlefield: Hardline,2015,Shooter,Electronic Arts,0.0,0.13,0.0,0.01,0.14,Personal Computer,Various
Game Party: Champions,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.14,Nintendo Wii U,Nintendo
Divinity II: The Dragon Knight Saga,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,0.14,Xbox 360,Microsoft
World Championship Poker 2: Featuring Howard Lederer,2005,Misc,505 Games,0.12,0.0,0.0,0.01,0.14,PlayStation Portable,Sony
Mary-Kate and Ashley: Crush Course,2001,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,PlayStation,Sony
NHL Breakaway 98,1996,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,PlayStation,Sony
Top Shot Arcade,2011,Shooter,Activision,0.13,0.0,0.0,0.01,0.14,Nintendo Wii,Nintendo
Imagine: Fashion Stylist,2010,Simulation,Ubisoft,0.13,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
Pro Evolution Soccer 2015,2014,Sports,Konami Digital Entertainment,0.02,0.1,0.0,0.01,0.14,Xbox One,Microsoft
Red Orchestra 2: Heroes of Stalingrad,2011,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14,Personal Computer,Various
Tiger Woods PGA Tour 2005,2004,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.14,GameCube,Nintendo
Deepak Chopra's Leela,2011,Misc,THQ,0.11,0.01,0.0,0.01,0.14,Nintendo Wii,Nintendo
Tom Clancy's Ghost Recon,2010,Shooter,Ubisoft,0.11,0.01,0.0,0.01,0.14,Nintendo Wii,Nintendo
007: Quantum of Solace,2008,Action,Activision,0.11,0.01,0.0,0.01,0.14,Nintendo DS,Nintendo
Salt Lake 2002,2002,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14,PlayStation 2,Sony
ESPN MLB Baseball,2004,Sports,Sega,0.1,0.03,0.0,0.0,0.14,Xbox,Microsoft
NCIS,2011,Adventure,Ubisoft,0.08,0.04,0.0,0.01,0.14,Nintendo Wii,Nintendo
Little League World Series Baseball 2009,2009,Sports,Activision,0.13,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
Gladius,2003,Strategy,Activision,0.1,0.03,0.0,0.0,0.14,Xbox,Microsoft
Legends of Wrestling,2002,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,Xbox,Microsoft
Queen's Gate: Spiral Chaos,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,PlayStation Portable,Sony
Nayuta no Kiseki,2012,Action,Nihon Falcom Corporation,0.0,0.0,0.14,0.0,0.14,PlayStation Portable,Sony
Back At The Barnyard: Slop Bucket Games,2008,Sports,THQ,0.12,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
Quick Yoga Training,2008,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,Nintendo DS,Nintendo
Fashion Studio: Paris Collection,2009,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.13,Nintendo DS,Nintendo
Legendary,2008,Shooter,Atari,0.08,0.03,0.0,0.02,0.13,PlayStation 3,Sony
Spy Hunter 2,2003,Racing,Midway Games,0.1,0.03,0.0,0.0,0.13,Xbox,Microsoft
Peppa Pig: Fun and Games,2010,Misc,Ubisoft,0.0,0.12,0.0,0.02,0.13,Nintendo Wii,Nintendo
Backyard Soccer,2001,Sports,Infogrames,0.07,0.05,0.0,0.01,0.13,PlayStation,Sony
Final Fantasy XI: Rise of the Zilart,2003,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13,PlayStation 2,Sony
James Bond 007: Nightfire,2003,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13,Game Boy Advance,Nintendo
Nobunaga no Yabou: Tendou,2010,Strategy,Tecmo Koei,0.0,0.0,0.13,0.0,0.13,PlayStation 3,Sony
Medalot 7,2012,Action,Rocket Company,0.0,0.0,0.13,0.0,0.13,Nintendo 3DS,Nintendo
Bio FREAKS,1998,Action,GT Interactive,0.07,0.05,0.0,0.01,0.13,PlayStation,Sony
Castlevania Chronicles,2001,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,PlayStation,Sony
Suzumiya Haruhi no Tomadoi,2008,Adventure,Banpresto,0.0,0.0,0.13,0.0,0.13,PlayStation 2,Sony
MLB Power Pros 2008,2008,Sports,Konami Digital Entertainment,0.12,0.0,0.01,0.01,0.13,Nintendo Wii,Nintendo
NHL 2K8,2007,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,Xbox 360,Microsoft
Dokapon Kingdom,2008,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13,Nintendo Wii,Nintendo
Bratz,2002,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.13,Game Boy Advance,Nintendo
Go Play: Circus Star,2009,Action,Majesco Entertainment,0.12,0.0,0.0,0.01,0.13,Nintendo Wii,Nintendo
King Arthur,2004,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,PlayStation 2,Sony
Winter Stars,2011,Sports,Deep Silver,0.06,0.07,0.0,0.01,0.13,Nintendo Wii,Nintendo
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,2005,Misc,D3Publisher,0.0,0.0,0.13,0.0,0.13,PlayStation 2,Sony
The Guy Game,2004,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13,PlayStation 2,Sony
Rurouni Kenshin: Enjou! Kyoto Rinne,2006,Action,Banpresto,0.0,0.0,0.13,0.0,0.13,PlayStation 2,Sony
Blade II,2002,Action,Activision,0.1,0.03,0.0,0.0,0.13,Xbox,Microsoft
Suikoden: Tsumugareshi Hyakunen no Toki,2012,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,PlayStation Portable,Sony
Baseball Advance,2002,Sports,Sega,0.1,0.04,0.0,0.0,0.13,Game Boy Advance,Nintendo
Shonen Jump's One Piece: Grand Battle,2005,Fighting,Atari,0.07,0.05,0.0,0.02,0.13,PlayStation 2,Sony
Retro Atari Classics,2005,Misc,Atari,0.12,0.0,0.0,0.01,0.13,Nintendo DS,Nintendo
NHL 2K9,2008,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,PlayStation 3,Sony
Pro Yaky? Spirits 6,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,PlayStation 2,Sony
Freddi Fish: ABC under the sea,2008,Misc,Atari,0.13,0.0,0.0,0.01,0.13,Nintendo DS,Nintendo
Puzzle Kingdoms,2009,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13,Nintendo DS,Nintendo
Shovel Knight,2015,Platform,Yacht Club Games,0.07,0.04,0.01,0.01,0.13,Nintendo 3DS,Nintendo
Hyperdimension Idol Neptunia PP,2013,Misc,Namco Bandai Games,0.04,0.03,0.04,0.02,0.13,PlayStation Vita,Sony
Paperboy / Rampage,2005,Misc,Zoo Digital Publishing,0.1,0.04,0.0,0.0,0.13,Game Boy Advance,Nintendo
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,2010,Role-Playing,Spike,0.0,0.0,0.13,0.0,0.13,Nintendo DS,Nintendo
Ben 10 Galactic Racing,2011,Racing,D3Publisher,0.07,0.06,0.0,0.01,0.13,Nintendo 3DS,Nintendo
Sentou Kokka Air Land Battle,1995,Strategy,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.13,PlayStation,Sony
NTRA Breeders' Cup World Thoroughbred Championships,2005,Simulation,Bethesda Softworks,0.07,0.05,0.0,0.02,0.13,PlayStation 2,Sony
Tak 2: The Staff of Dreams,2004,Platform,THQ,0.1,0.03,0.0,0.0,0.13,Xbox,Microsoft
Hulk Hogan's Main Event,2011,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13,Xbox 360,Microsoft
Transformers: Devastation,2015,Action,Activision,0.09,0.03,0.0,0.01,0.13,Xbox One,Microsoft
Euro Truck Simulator 2,2012,Action,SCS Software,0.0,0.12,0.0,0.02,0.13,Personal Computer,Various
DmC: Devil May Cry,2015,Action,Capcom,0.08,0.04,0.0,0.01,0.13,Xbox One,Microsoft
WipeOut 3 The Game,2012,Action,Activision,0.12,0.0,0.0,0.01,0.13,Nintendo Wii U,Nintendo
Ys: The Ark of Napishtim,2005,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,PlayStation 2,Sony
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,Nintendo DS,Nintendo
Brain Assist,2007,Misc,Sega,0.12,0.0,0.0,0.01,0.13,Nintendo DS,Nintendo
Azure Dreams,1997,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,PlayStation,Sony
Rumble Roses XX,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,Xbox 360,Microsoft
Space Camp,2009,Action,Activision,0.12,0.0,0.0,0.01,0.13,Nintendo Wii,Nintendo
SingStar Latino,2007,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.13,PlayStation 2,Sony
